user_id,signup_date,age,country,device_type,traffic_source,income_segment,engagement_score,historical_platform_usage,email_verified,payment_method,prior_trial_user,student_flag,timezone,app_version,signup_hour_utc,notification_opt_in,account_completeness_score,cohort_week
678,2024-11-03,52.0,DE,mobile_ios,direct,<40k,51.98,10.538,1,card,0,0,UTC-05:00,3.11.0,9,1,0.58,43
679,2025-02-25,18.0,IN,mobile_ios,affiliate,70k_100k,64.04,7.487,1,bank_debit,1,1,UTC+00:00,3.11.0,10,1,0.47,60
680,2025-08-01,31.0,US,mobile_ios,organic_search,70k_100k,47.81,10.313,1,card,0,0,UTC+00:00,4.0.0-beta,20,1,0.7,82
681,2025-02-26,18.0,PH,tablet,paid_social,70k_100k,40.33,15.01,1,card,0,0,UTC+08:00,3.11.0,7,1,0.63,60
682,2024-04-25,52.0,US,web_desktop,paid_social,70k_100k,37.78,15.421,1,card,0,0,UTC-05:00,3.11.0,6,1,0.67,16
683,2024-03-02,18.0,AU,web_mobile,paid_social,150k_plus,16.86,7.859,1,paypal,0,0,UTC+00:00,3.9.1,20,1,0.36,8
684,2025-11-13,25.0,IN,mobile_android,direct,40k_70k,18.76,11.928,1,apple_pay,0,0,UTC+08:00,3.9.0,5,1,0.49,97
685,2024-05-26,30.0,AU,mobile_ios,referral,100k_150k,72.17,18.261,1,card,0,0,UTC-05:00,3.10.2,19,1,0.88,20
686,2024-07-06,,NG,mobile_ios,direct,70k_100k,52.92,12.652,1,google_pay,0,0,UTC+00:00,3.11.0,10,0,0.89,26
687,2024-01-30,17.0,IN,mobile_android,direct,150k_plus,56.34,8.809,0,card,0,0,UTC-05:00,3.9.1,9,1,0.75,4
688,2025-07-03,20.0,GB,tablet,organic_search,100k_150k,56.91,4.462,1,card,0,0,UTC+05:30,3.11.1,0,1,0.83,78
689,2025-01-04,21.0,NG,mobile_ios,organic_search,,66.46,9.794,1,apple_pay,1,0,UTC-05:00,3.10.2,20,1,0.92,52
690,2025-04-11,19.0,US,web_mobile,email,unknown,52.82,9.146,1,bank_debit,0,0,UTC+05:30,3.10.0,5,0,0.81,66
691,2024-05-14,39.0,US,mobile_ios,email,70k_100k,46.14,3.739,1,bank_debit,0,0,UTC+01:00,3.11.0,18,1,0.98,19
692,2025-02-03,32.0,IN,mobile_ios,organic_search,<40k,27.86,12.72,0,card,1,0,UTC+01:00,3.9.1,5,1,0.98,57
693,2025-02-06,,IN,mobile_ios,email,40k_70k,53.87,7.943,1,bank_debit,0,0,UTC+05:30,3.9.0,20,0,0.48,57
694,2025-09-08,28.0,CA,mobile_ios,affiliate,40k_70k,55.83,12.849,1,apple_pay,0,1,UTC-08:00,3.10.0,10,0,0.36,88
695,2025-06-04,23.0,IN,web_desktop,referral,100k_150k,34.42,14.477,1,card,0,0,UTC-05:00,3.10.2,12,0,0.38,74
696,2025-03-19,16.0,IN,tablet,direct,150k_plus,37.05,9.325,1,paypal,0,0,UTC-05:00,3.11.0,15,1,0.42,63
697,2025-05-04,27.0,GB,tablet,organic_search,100k_150k,28.0,9.898,1,paypal,0,0,UTC+05:30,3.10.0,8,1,0.95,69
698,2025-07-25,32.0,IN,mobile_ios,email,<40k,45.07,20.447,1,google_pay,0,0,UTC-08:00,3.9.0,17,0,0.54,81
699,2024-06-11,16.0,CA,mobile_android,paid_social,40k_70k,67.55,9.021,1,card,0,0,UTC-05:00,3.10.2,15,0,0.97,23
700,2025-03-06,20.0,DE,mobile_android,paid_social,unknown,30.33,6.95,1,google_pay,0,0,UTC+05:30,3.10.2,22,1,0.94,61
701,2025-11-18,41.0,AU,mobile_ios,direct,100k_150k,80.43,8.668,1,apple_pay,0,0,UTC+01:00,3.10.2,14,1,0.87,98
702,2025-06-09,40.0,US,mobile_android,email,<40k,67.19,25.217,1,card,1,0,UTC+05:30,3.10.2,9,0,0.68,75
703,2025-09-02,27.0,CA,mobile_ios,email,70k_100k,24.6,5.604,1,card,0,0,UTC+00:00,3.10.0,12,0,0.89,87
704,2024-02-04,28.0,NG,mobile_ios,email,70k_100k,43.87,20.384,0,google_pay,0,0,UTC-05:00,3.11.1,21,1,0.9,4
705,2025-09-04,26.0,NG,tablet,paid_social,40k_70k,72.85,14.08,1,bank_debit,0,0,UTC+00:00,3.11.1,11,1,0.35,87
706,2025-04-15,37.0,NG,web_desktop,referral,70k_100k,66.9,11.327,1,card,0,0,UTC-05:00,3.10.2,19,1,0.54,67
707,2024-05-12,21.0,BR,web_desktop,email,40k_70k,52.39,13.642,1,bank_debit,0,0,UTC-05:00,3.10.0,4,0,0.94,18
708,2025-10-10,22.0,BR,mobile_android,email,40k_70k,69.67,18.382,1,google_pay,0,0,UTC+01:00,3.10.0,10,1,0.4,92
709,2025-10-02,29.0,US,mobile_android,direct,<40k,22.88,17.692,1,paypal,1,0,UTC-05:00,3.10.2,13,1,0.97,91
710,2025-04-19,30.0,PH,mobile_android,direct,70k_100k,64.61,18.038,1,card,0,0,UTC-08:00,3.11.0,16,1,0.37,67
711,2025-12-02,41.0,AU,mobile_ios,email,150k_plus,53.06,96.738,1,google_pay,0,0,UTC-08:00,3.10.2,18,1,0.42,100
712,2025-08-20,16.0,PH,tablet,direct,40k_70k,41.2,3.37,1,card,1,0,UTC+01:00,3.11.1,2,1,0.94,85
713,2024-11-02,30.0,DE,web_desktop,paid_social,70k_100k,58.55,9.384,0,card,0,1,UTC-05:00,3.10.0,18,0,0.62,43
714,2025-12-24,21.0,DE,mobile_android,direct,40k_70k,42.57,8.755,1,card,0,1,UTC+05:30,3.9.1,22,0,0.45,103
715,2024-12-12,36.0,DE,web_desktop,email,40k_70k,53.27,16.188,1,card,0,0,UTC+01:00,3.10.2,2,1,0.72,49
716,2024-04-24,20.0,PH,tablet,organic_search,70k_100k,74.75,9.753,1,paypal,0,1,UTC+05:30,3.10.0,17,1,0.73,16
717,2024-03-25,41.0,CA,mobile_ios,paid_social,40k_70k,61.44,15.678,1,card,1,0,UTC-05:00,3.10.2,10,1,0.39,12
718,2025-05-18,38.0,US,web_mobile,email,70k_100k,23.91,6.107,0,card,1,0,UTC+01:00,3.11.0,22,1,0.86,71
719,2024-04-13,41.0,AU,mobile_ios,direct,150k_plus,33.8,12.572,1,card,0,0,UTC+08:00,3.10.0,18,0,0.98,14
720,2025-10-16,32.0,US,mobile_ios,paid_social,40k_70k,52.91,5.777,1,apple_pay,0,0,UTC-05:00,3.10.2,1,0,0.6,93
721,2025-11-09,22.0,AU,web_mobile,referral,70k_100k,54.61,4.98,1,card,1,0,UTC+08:00,3.11.1,8,1,0.4,96
722,2024-01-21,32.0,AU,mobile_ios,direct,40k_70k,58.53,8.352,1,paypal,0,0,UTC-08:00,3.10.0,8,0,0.95,2
723,2024-05-02,26.0,NG,web_desktop,direct,70k_100k,38.08,11.021,1,card,1,0,UTC-08:00,3.11.0,3,1,0.65,17
724,2024-05-06,32.0,US,mobile_android,organic_search,70k_100k,31.06,3.186,1,card,0,0,UTC+05:30,3.10.2,14,0,0.56,18
725,2025-05-30,40.0,AU,mobile_android,email,100k_150k,32.61,11.452,1,card,1,0,UTC+08:00,3.10.0,10,1,0.86,73
726,2024-07-01,18.0,PH,tablet,organic_search,70k_100k,50.97,6.126,1,card,0,0,UTC+05:30,3.10.0,5,1,0.72,26
727,2025-05-04,38.0,US,mobile_android,referral,40k_70k,47.33,14.361,1,card,0,0,UTC-08:00,3.10.0,6,1,0.88,69
728,2025-10-04,48.0,US,mobile_ios,direct,100k_150k,65.57,10.73,1,card,1,1,UTC-08:00,3.11.0,19,1,0.5,91
729,2025-04-26,24.0,SG,mobile_ios,organic_search,100k_150k,64.71,3.762,1,bank_debit,0,0,UTC+05:30,3.10.2,11,1,0.81,68
730,2025-12-14,44.0,NG,tablet,organic_search,70k_100k,34.77,3.416,1,card,0,0,UTC+08:00,3.9.0,6,1,0.41,101
731,2024-12-21,16.0,BR,web_mobile,paid_social,70k_100k,54.48,14.403,1,google_pay,0,0,UTC+00:00,3.10.2,22,1,0.43,50
732,2025-10-28,28.0,US,mobile_ios,organic_search,70k_100k,77.67,18.107,0,card,1,0,UTC+05:30,3.11.0,4,1,0.39,95
733,2025-07-20,23.0,PH,mobile_android,affiliate,40k_70k,61.09,5.359,1,card,0,1,UTC+00:00,3.10.2,15,1,0.39,80
734,2024-12-12,16.0,US,mobile_android,email,,35.61,6.097,1,card,0,0,UTC+00:00,3.10.2,4,0,0.44,49
735,2024-07-26,,US,tablet,affiliate,70k_100k,61.19,13.274,1,apple_pay,0,0,UTC+08:00,3.9.1,13,1,0.71,29
736,2025-05-02,,AU,web_desktop,affiliate,40k_70k,27.58,6.452,0,apple_pay,0,0,UTC+05:30,3.10.2,17,1,0.43,69
737,2025-07-20,,US,web_mobile,organic_search,<40k,56.43,10.911,1,card,1,0,UTC+01:00,3.10.0,11,1,0.73,80
738,2024-03-16,36.0,BR,mobile_ios,referral,40k_70k,50.58,10.193,1,card,0,0,UTC-05:00,3.10.0,7,1,0.83,10
739,2024-08-18,28.0,IN,mobile_android,direct,40k_70k,17.4,3.247,1,paypal,0,0,UTC+00:00,3.10.2,10,1,0.48,32
740,2025-12-15,19.0,US,web_desktop,organic_search,150k_plus,52.11,7.263,1,card,1,1,UTC+05:30,3.9.1,20,1,0.91,102
741,2024-04-08,22.0,PH,mobile_ios,direct,150k_plus,54.17,11.084,1,card,0,0,UTC-08:00,3.10.0,17,1,0.49,14
742,2025-11-20,32.0,US,mobile_android,organic_search,70k_100k,52.49,11.857,1,card,0,0,UTC+01:00,3.11.0,13,1,0.96,98
743,2024-04-06,23.0,DE,tablet,affiliate,<40k,44.24,10.436,1,card,0,0,UTC+05:30,3.11.0,19,0,0.78,13
744,2025-03-11,35.0,BR,web_desktop,email,<40k,63.32,9.299,1,card,0,0,UTC+01:00,3.11.1,3,1,0.63,62
745,2024-08-16,16.0,CA,mobile_ios,email,unknown,37.46,6.687,1,card,0,0,UTC+00:00,3.11.0,18,0,0.49,32
746,2024-04-14,56.0,PH,mobile_android,organic_search,40k_70k,56.25,21.424,0,card,0,1,UTC+00:00,3.9.1,7,0,0.45,14
747,2024-06-11,,US,mobile_android,organic_search,70k_100k,68.13,8.365,1,card,0,0,UTC+05:30,3.10.0,1,1,0.54,23
748,2025-11-22,40.0,IN,mobile_ios,paid_social,150k_plus,67.45,3.675,1,apple_pay,0,1,UTC-05:00,3.10.2,23,0,0.37,98
749,2024-07-19,27.0,AU,mobile_ios,email,<40k,61.8,2.953,1,card,0,0,UTC+08:00,3.11.1,7,0,0.91,28
750,2025-10-15,19.0,GB,mobile_ios,direct,<40k,69.17,10.42,1,google_pay,0,0,UTC-08:00,3.9.0,5,0,0.78,93
751,2025-04-09,26.0,NG,tablet,direct,40k_70k,36.95,19.787,1,card,0,0,UTC+08:00,3.11.0,16,1,0.69,66
752,2025-12-24,35.0,US,mobile_android,organic_search,70k_100k,47.53,10.225,1,bank_debit,0,0,UTC+08:00,3.11.1,2,1,0.47,103
753,2024-12-03,52.0,SG,mobile_ios,direct,,74.37,17.019,1,bank_debit,0,0,UTC+05:30,3.10.2,2,1,0.89,48
754,2025-01-05,21.0,BR,mobile_android,direct,100k_150k,59.61,49.808,1,paypal,0,0,UTC+05:30,3.9.0,0,1,0.42,52
755,2024-02-29,33.0,US,mobile_ios,affiliate,70k_100k,63.42,7.497,1,paypal,0,0,UTC+00:00,3.10.2,20,0,0.72,8
756,2024-09-11,24.0,US,web_mobile,referral,100k_150k,66.79,19.773,0,apple_pay,0,0,UTC-05:00,3.10.0,2,1,0.95,36
757,2025-03-09,36.0,PH,web_desktop,organic_search,150k_plus,63.45,8.574,1,card,0,1,UTC+00:00,3.10.0,8,0,0.36,61
758,2024-10-02,18.0,PH,mobile_android,direct,100k_150k,39.65,9.19,1,card,1,0,UTC+08:00,3.10.0,7,0,0.68,39
759,2024-05-05,34.0,PH,web_desktop,referral,100k_150k,80.88,15.476,1,card,0,1,UTC+01:00,3.9.0,12,1,0.94,17
760,2024-12-28,22.0,SG,mobile_ios,referral,70k_100k,52.77,14.65,0,card,0,1,UTC+08:00,3.10.0,7,0,0.87,51
761,2025-12-14,33.0,US,mobile_android,direct,40k_70k,31.42,9.051,1,card,0,0,UTC+05:30,3.10.2,13,1,0.37,101
762,2025-10-27,19.0,SG,mobile_ios,email,<40k,44.41,3.539,1,paypal,0,0,UTC-05:00,3.10.0,1,1,0.51,95
763,2024-09-24,29.0,GB,mobile_ios,direct,150k_plus,50.56,9.649,1,card,0,0,UTC+05:30,3.11.0,23,1,0.45,38
764,2024-04-03,,US,mobile_ios,organic_search,40k_70k,59.7,12.111,1,card,0,0,UTC-08:00,3.11.1,10,1,0.87,13
765,2024-01-10,47.0,BR,mobile_ios,email,70k_100k,50.46,4.061,0,apple_pay,0,0,UTC+08:00,3.9.1,17,1,0.5,1
766,2025-04-18,27.0,PH,web_desktop,affiliate,<40k,60.61,11.946,1,apple_pay,0,0,UTC-05:00,3.11.0,19,1,0.95,67
767,2025-05-17,16.0,US,mobile_ios,paid_social,<40k,58.83,20.361,1,card,0,0,UTC-05:00,3.11.1,22,0,0.78,71
768,2025-10-30,41.0,DE,mobile_ios,direct,40k_70k,37.22,12.214,1,card,1,0,UTC-05:00,3.10.0,3,1,0.55,95
769,2025-02-27,21.0,PH,mobile_ios,paid_social,70k_100k,68.92,7.566,1,card,0,0,UTC+08:00,3.10.0,0,0,0.39,60
770,2024-07-18,42.0,PH,mobile_ios,paid_social,100k_150k,33.46,7.199,1,paypal,1,0,UTC+05:30,3.10.2,12,1,0.42,28
771,2024-01-19,24.0,IN,mobile_ios,email,40k_70k,60.33,23.664,1,card,0,1,UTC-05:00,3.10.0,5,1,0.94,2
772,2025-01-18,,GB,mobile_ios,affiliate,40k_70k,45.36,8.708,1,paypal,0,0,UTC-05:00,4.0.0-beta,23,1,0.43,54
773,2024-07-29,23.0,SG,tablet,organic_search,100k_150k,49.05,8.422,1,apple_pay,0,0,UTC+08:00,3.11.0,21,1,0.56,30
774,2025-08-02,29.0,GB,mobile_ios,referral,,41.55,11.883,1,card,1,0,UTC-08:00,3.9.0,2,1,0.69,82
775,2025-04-15,16.0,GB,mobile_android,organic_search,40k_70k,42.41,17.157,1,card,0,0,UTC+05:30,3.10.2,8,1,0.84,67
776,2025-01-10,28.0,DE,web_desktop,direct,150k_plus,53.0,5.474,1,card,0,0,UTC+05:30,3.9.1,12,0,0.74,53
777,2025-06-25,28.0,CA,tablet,email,unknown,46.98,8.728,1,card,0,0,UTC-05:00,3.10.2,9,0,0.52,77
778,2025-01-20,,US,mobile_android,organic_search,70k_100k,81.29,11.209,1,card,0,1,UTC+01:00,3.11.0,15,1,0.98,55
779,2025-04-18,16.0,BR,mobile_ios,paid_social,150k_plus,38.03,15.562,1,card,0,0,UTC+05:30,3.10.2,7,1,0.67,67
780,2025-07-13,32.0,US,mobile_android,affiliate,<40k,59.17,8.513,1,card,0,0,UTC-08:00,3.9.0,9,1,0.6,79
781,2024-02-21,45.0,US,web_desktop,paid_social,70k_100k,60.79,13.628,1,paypal,1,0,UTC+08:00,3.10.2,20,1,0.77,7
782,2024-04-30,24.0,AU,mobile_android,organic_search,40k_70k,38.27,5.039,1,card,0,0,UTC-05:00,3.10.0,6,0,0.38,17
783,2024-12-16,33.0,PH,mobile_android,paid_social,40k_70k,56.39,11.304,1,card,0,0,UTC+05:30,3.10.0,16,0,0.62,50
784,2025-06-05,30.0,US,web_mobile,direct,40k_70k,31.91,16.956,1,paypal,0,0,UTC+05:30,3.10.0,18,0,0.54,74
785,2024-10-31,29.0,GB,mobile_android,referral,,52.55,5.609,1,card,0,0,UTC-05:00,3.9.1,2,0,0.74,43
786,2025-10-29,40.0,IN,mobile_ios,paid_social,<40k,57.74,18.192,1,apple_pay,0,0,UTC-08:00,4.0.0-beta,13,0,0.42,95
787,2025-12-15,27.0,CA,tablet,organic_search,,46.22,18.278,1,card,0,0,UTC+05:30,3.10.2,13,0,0.72,102
788,2024-03-15,31.0,NG,mobile_android,referral,<40k,30.56,11.483,1,card,1,0,UTC+00:00,3.9.0,13,1,0.97,10
789,2025-04-29,16.0,US,web_mobile,paid_social,unknown,38.44,27.408,1,paypal,1,0,UTC+05:30,3.11.0,19,0,0.83,69
790,2024-02-13,18.0,AU,mobile_android,organic_search,70k_100k,12.67,3.313,1,card,0,0,UTC-08:00,3.10.0,14,0,0.86,6
791,2025-07-25,16.0,GB,mobile_ios,email,40k_70k,46.69,9.439,0,card,0,0,UTC+05:30,3.10.2,1,1,0.55,81
792,2024-03-04,31.0,GB,mobile_ios,affiliate,150k_plus,42.98,10.697,1,card,0,0,UTC+05:30,3.11.0,16,0,0.79,9
793,2024-03-15,23.0,US,web_desktop,affiliate,100k_150k,61.91,5.922,1,apple_pay,0,0,UTC+00:00,3.10.2,4,0,0.64,10
794,2025-06-20,33.0,AU,tablet,direct,70k_100k,43.29,7.413,1,bank_debit,0,0,UTC-05:00,3.9.1,14,1,0.69,76
795,2024-10-16,,DE,tablet,paid_social,40k_70k,37.7,10.082,0,google_pay,0,0,UTC-08:00,3.11.1,0,1,0.82,41
796,2024-10-12,24.0,NG,web_desktop,email,150k_plus,51.18,14.412,1,card,0,1,UTC-05:00,3.10.2,4,1,0.55,40
797,2024-11-10,35.0,AU,web_desktop,organic_search,<40k,24.39,5.292,1,card,1,0,UTC-05:00,3.11.1,17,1,0.85,44
798,2024-12-05,,IN,mobile_ios,referral,150k_plus,37.8,4.65,1,google_pay,0,0,UTC-05:00,3.10.0,17,1,0.47,48
799,2025-05-04,24.0,CA,mobile_android,email,40k_70k,41.09,5.496,0,paypal,1,0,UTC-08:00,3.10.2,16,1,0.82,69
800,2025-06-15,29.0,PH,mobile_ios,email,70k_100k,70.95,14.676,1,apple_pay,0,0,UTC-08:00,3.10.2,22,1,0.54,75
801,2025-11-27,33.0,CA,mobile_android,direct,70k_100k,64.13,29.627,1,card,1,0,UTC+05:30,3.9.0,22,1,0.36,99
802,2025-01-16,20.0,US,tablet,affiliate,70k_100k,52.28,6.05,1,card,0,0,UTC-05:00,3.10.2,3,1,0.98,54
803,2025-09-08,24.0,PH,web_desktop,organic_search,40k_70k,49.13,5.722,1,card,0,1,UTC+08:00,3.11.0,0,1,0.96,88
804,2025-03-14,34.0,CA,mobile_android,organic_search,40k_70k,43.95,8.516,0,card,0,0,UTC-05:00,3.10.0,12,1,0.48,62
805,2024-02-19,19.0,US,mobile_ios,referral,40k_70k,72.82,25.091,1,card,0,0,UTC-08:00,3.10.2,19,1,0.93,7
806,2025-09-12,39.0,CA,mobile_android,affiliate,150k_plus,9.47,3.471,1,bank_debit,0,0,UTC-05:00,3.11.0,15,1,0.6,88
807,2024-11-16,31.0,US,mobile_android,organic_search,40k_70k,40.57,17.871,1,card,0,0,UTC+05:30,4.0.0-beta,16,1,0.56,45
808,2024-11-25,28.0,BR,web_mobile,paid_social,70k_100k,52.74,27.5,1,google_pay,0,0,UTC+08:00,3.9.1,21,1,0.59,47
809,2025-09-03,35.0,BR,web_desktop,affiliate,<40k,52.93,14.657,1,apple_pay,1,0,UTC+05:30,3.11.1,6,1,0.4,87
810,2025-09-30,36.0,US,mobile_ios,email,,62.32,5.803,1,card,1,1,UTC+05:30,3.10.2,13,1,0.96,91
811,2025-12-27,16.0,AU,mobile_android,paid_social,unknown,25.06,9.671,1,bank_debit,0,0,UTC-05:00,3.10.0,1,1,1.0,103
812,2025-01-16,30.0,US,mobile_ios,email,150k_plus,37.1,10.724,1,card,1,0,UTC+08:00,3.10.2,7,1,0.44,54
813,2024-11-19,29.0,CA,mobile_ios,direct,70k_100k,36.0,3.278,1,card,0,0,UTC-05:00,3.10.2,19,1,0.44,46
814,2024-10-20,35.0,NG,mobile_android,paid_social,100k_150k,56.27,47.736,1,card,0,0,UTC-05:00,3.11.1,12,1,0.76,41
815,2024-09-03,16.0,BR,mobile_android,direct,100k_150k,43.63,16.391,1,paypal,1,0,UTC+01:00,3.11.0,4,1,0.53,35
816,2024-07-09,19.0,CA,mobile_ios,paid_social,unknown,56.93,21.408,1,card,1,0,UTC+05:30,4.0.0-beta,17,0,0.87,27
817,2024-08-20,,DE,mobile_android,direct,40k_70k,49.25,15.042,1,card,0,0,UTC+08:00,3.10.0,6,1,0.35,33
818,2025-06-17,26.0,NG,mobile_ios,paid_social,150k_plus,40.54,10.353,1,google_pay,1,0,UTC-05:00,3.9.1,6,1,0.62,76
819,2024-08-05,25.0,AU,mobile_ios,direct,100k_150k,24.59,7.073,1,apple_pay,1,0,UTC-05:00,3.11.1,9,1,0.78,31
820,2025-03-30,19.0,BR,mobile_android,referral,70k_100k,44.26,5.463,1,card,1,0,UTC+05:30,3.11.1,21,0,0.93,64
821,2024-06-27,29.0,NG,mobile_android,email,70k_100k,47.59,4.928,1,apple_pay,0,0,UTC+08:00,3.11.0,21,1,0.5,25
822,2025-08-12,,IN,web_desktop,organic_search,40k_70k,51.84,15.966,1,paypal,0,0,UTC+01:00,3.9.0,16,1,0.81,84
823,2024-11-03,27.0,IN,mobile_android,referral,40k_70k,46.1,6.512,1,apple_pay,1,1,UTC-08:00,3.10.0,22,1,0.84,43
824,2025-02-03,34.0,CA,tablet,email,unknown,43.0,9.652,1,card,0,0,UTC+00:00,3.9.0,4,0,0.95,57
825,2025-12-10,33.0,BR,mobile_android,referral,70k_100k,36.66,10.915,1,paypal,0,0,UTC-05:00,3.10.2,17,0,0.55,101
826,2025-09-24,47.0,US,web_desktop,organic_search,40k_70k,53.46,18.598,1,card,0,0,UTC+00:00,3.9.1,20,0,0.87,90
827,2024-08-31,39.0,PH,mobile_android,referral,,39.39,3.612,1,paypal,0,1,UTC-05:00,4.0.0-beta,20,1,0.43,34
828,2024-07-28,29.0,DE,web_mobile,email,<40k,50.34,21.264,1,card,0,0,UTC+05:30,3.10.0,17,0,0.71,29
829,2025-02-03,18.0,US,mobile_android,organic_search,100k_150k,61.08,21.513,1,card,1,0,UTC+08:00,3.10.0,15,1,0.88,57
830,2025-06-17,23.0,GB,web_desktop,email,,78.59,22.051,1,card,0,0,UTC+05:30,3.11.0,9,0,0.64,76
831,2025-12-07,27.0,US,mobile_android,paid_social,40k_70k,63.54,12.111,1,paypal,0,0,UTC-05:00,3.11.1,4,1,0.77,100
832,2024-10-14,46.0,US,web_mobile,affiliate,40k_70k,44.44,6.116,1,card,0,0,UTC+00:00,3.9.0,10,0,0.73,41
833,2025-02-27,39.0,CA,web_desktop,direct,<40k,68.31,8.818,1,paypal,0,1,UTC+05:30,3.11.0,9,1,0.39,60
834,2024-03-24,18.0,PH,web_mobile,organic_search,100k_150k,70.66,6.001,1,card,0,0,UTC+05:30,3.10.0,7,1,0.77,11
835,2025-06-17,49.0,CA,mobile_ios,referral,,45.12,5.381,1,paypal,0,0,UTC+08:00,3.9.1,19,1,0.48,76
836,2025-01-20,26.0,GB,mobile_android,direct,40k_70k,53.1,22.938,1,card,0,0,UTC+00:00,3.9.0,8,0,0.69,55
837,2025-04-18,21.0,CA,mobile_android,referral,100k_150k,80.82,12.728,1,card,0,0,UTC+08:00,3.11.0,12,1,0.52,67
838,2024-06-17,22.0,SG,mobile_android,paid_social,40k_70k,47.08,16.756,1,google_pay,0,0,UTC+08:00,3.11.1,22,1,0.37,24
839,2024-11-09,16.0,IN,mobile_ios,organic_search,70k_100k,33.69,7.079,1,card,0,0,UTC+05:30,3.11.0,1,1,0.94,44
840,2024-02-15,24.0,US,web_desktop,organic_search,100k_150k,55.4,7.704,1,paypal,1,0,UTC+08:00,3.11.0,5,1,0.97,6
841,2024-09-16,44.0,CA,mobile_ios,direct,40k_70k,49.68,9.054,1,card,0,0,UTC+01:00,3.10.2,5,1,0.98,37
842,2024-09-22,37.0,SG,mobile_android,organic_search,40k_70k,36.84,14.79,1,apple_pay,0,0,UTC-08:00,3.9.0,8,1,0.99,37
843,2024-11-28,34.0,US,mobile_android,direct,40k_70k,58.26,17.142,1,card,0,0,UTC+00:00,3.11.1,11,1,0.91,47
844,2025-12-14,39.0,CA,mobile_android,direct,<40k,53.47,19.994,1,google_pay,0,0,UTC+00:00,3.11.1,18,1,0.63,101
845,2025-03-26,24.0,IN,web_mobile,organic_search,70k_100k,13.24,2.72,1,card,0,0,UTC-08:00,3.10.2,14,0,0.9,64
846,2025-10-14,,US,web_mobile,referral,40k_70k,57.77,38.954,1,card,0,0,UTC-05:00,3.10.0,19,1,0.51,93
847,2024-05-26,33.0,PH,mobile_android,direct,<40k,38.24,13.737,1,paypal,0,0,UTC-05:00,3.10.0,22,1,0.88,20
848,2025-12-16,43.0,CA,mobile_ios,direct,150k_plus,52.48,3.711,1,card,0,0,UTC+05:30,3.10.0,6,1,0.5,102
849,2025-03-17,35.0,IN,mobile_ios,referral,40k_70k,47.56,8.974,1,google_pay,0,0,UTC+00:00,3.11.1,1,1,0.86,63
850,2024-01-21,16.0,AU,mobile_ios,direct,unknown,42.38,21.404,1,card,0,0,UTC-08:00,3.9.1,2,1,0.62,2
851,2025-09-22,40.0,IN,mobile_android,organic_search,40k_70k,38.11,7.735,1,card,0,0,UTC+08:00,4.0.0-beta,5,1,0.8,90
852,2024-04-21,,US,mobile_ios,direct,100k_150k,72.64,9.721,1,paypal,0,1,UTC-05:00,3.11.1,23,1,0.36,15
853,2025-08-10,25.0,US,mobile_android,paid_social,,16.79,2.53,1,google_pay,0,0,UTC+00:00,3.11.0,8,0,0.51,83
854,2024-06-20,,CA,mobile_android,referral,unknown,32.38,18.09,1,card,1,0,UTC+01:00,3.11.1,14,1,0.47,24
855,2025-05-09,16.0,US,mobile_ios,direct,150k_plus,39.66,11.352,1,card,0,0,UTC+08:00,3.10.2,20,1,0.99,70
856,2025-06-21,30.0,CA,web_desktop,direct,70k_100k,56.79,11.116,1,card,0,0,UTC-05:00,3.11.0,15,1,0.39,76
857,2024-03-27,21.0,PH,tablet,direct,,33.82,6.081,0,google_pay,0,0,UTC-05:00,3.9.1,9,1,0.67,12
858,2025-12-15,17.0,NG,mobile_android,paid_social,100k_150k,29.53,12.339,1,bank_debit,0,0,UTC+01:00,3.10.0,11,1,0.61,102
859,2025-10-09,35.0,US,mobile_ios,direct,40k_70k,36.9,8.376,1,card,0,0,UTC-05:00,3.10.2,6,0,0.68,92
860,2024-10-23,27.0,GB,mobile_ios,referral,70k_100k,58.26,5.033,1,paypal,1,0,UTC-08:00,3.10.2,15,0,0.78,42
861,2024-06-30,28.0,US,mobile_ios,paid_social,unknown,24.27,9.647,1,apple_pay,0,0,UTC+00:00,3.11.1,0,1,0.58,25
862,2025-03-02,16.0,US,web_desktop,paid_social,40k_70k,30.6,10.676,1,card,0,0,UTC+08:00,3.10.0,17,1,0.52,60
863,2025-07-31,22.0,CA,mobile_android,email,unknown,24.58,2.835,1,google_pay,0,0,UTC+00:00,3.9.1,19,0,0.65,82
864,2024-03-05,18.0,US,web_desktop,email,<40k,44.47,18.894,0,card,0,0,UTC-05:00,3.11.0,9,1,0.79,9
865,2024-04-21,31.0,CA,mobile_android,organic_search,100k_150k,42.47,5.261,0,google_pay,0,0,UTC-08:00,3.9.1,14,0,0.97,15
866,2025-04-04,,DE,mobile_ios,paid_social,40k_70k,32.79,6.035,1,paypal,0,0,UTC+01:00,3.10.0,14,1,0.77,65
867,2024-07-28,20.0,SG,web_mobile,email,<40k,77.91,5.065,1,apple_pay,0,0,UTC+00:00,3.11.0,16,0,0.8,29
868,2025-10-19,46.0,PH,web_mobile,referral,150k_plus,16.04,8.136,1,card,0,0,UTC+00:00,3.10.0,5,0,0.41,93
869,2025-01-30,20.0,NG,web_desktop,organic_search,40k_70k,41.94,5.758,1,paypal,1,0,UTC+05:30,3.10.2,21,0,0.87,56
