subscription_id,user_id,experiment_id,subscription_start_date,subscription_end_date,months_active,monthly_price_paid,churned,churn_reason,refund_flag,billing_failures,billing_anomaly_flag,total_revenue,lifetime_value,plan_tier,currency,last_renewal_outcome
253,1611,1,2024-03-21,,60,10.13,0,,0,0,0,610.99,502.19,family,USD,success
254,1613,1,2025-06-18,,60,12.43,0,,0,0,0,747.0,613.98,standard,USD,success
255,1615,1,2025-03-11,2026-04-05,13,11.74,1,price_too_high,0,1,0,150.52,144.26,standard,USD,success
256,1625,1,2024-09-02,2025-01-30,5,10.07,1,price_too_high,0,0,0,52.29,51.44,standard,USD,success
257,1632,1,2024-05-04,2026-03-25,23,12.6,1,billing_issue,0,0,0,291.48,270.37,standard,USD,success
258,1636,1,2025-08-05,2026-10-29,15,12.64,1,billing_issue,0,0,0,185.09,176.23,standard,USD,success
259,1647,1,2024-09-27,2025-06-24,9,11.72,1,price_too_high,0,0,0,100.41,97.5,standard,USD,success
260,1648,1,2024-03-20,,60,12.93,0,,0,0,0,777.69,639.21,standard,USD,success
261,1662,1,2024-07-30,2025-01-26,6,12.56,1,competing_service,0,0,0,73.25,71.83,standard,USD,success
262,1665,1,2024-05-24,2028-03-04,46,9.98,1,price_too_high,0,0,0,460.54,396.25,standard,USD,success
263,1669,1,2025-11-19,2026-10-15,11,10.14,1,,0,0,0,116.99,112.86,standard,EUR,success
264,1674,1,2025-10-19,2027-05-12,19,12.89,1,competing_service,0,0,0,248.34,233.38,standard,USD,success
265,1686,1,2025-06-02,2026-01-28,8,11.77,1,billing_issue,1,2,0,77.58,75.58,standard,USD,success
266,1689,1,2025-11-18,2026-02-16,3,12.63,1,competing_service,0,0,0,37.8,37.44,standard,USD,failed_then_recovered
267,1690,1,2024-12-03,2028-05-16,42,10.07,1,seasonal_pause,0,0,0,425.75,371.14,standard,USD,success
268,1698,1,2024-12-08,2025-03-08,3,9.93,1,did_not_use_enough,0,0,0,32.34,32.02,standard,USD,success
269,1701,1,2024-04-04,2024-12-30,9,11.81,1,did_not_use_enough,0,1,0,104.67,101.63,standard,USD,success
270,1712,1,2025-02-10,2025-11-07,9,11.71,1,competing_service,0,0,0,106.82,103.73,standard,USD,success
271,1715,1,2025-02-04,2028-02-19,37,10.07,1,did_not_use_enough,0,0,0,373.59,331.04,student,USD,success
272,1717,1,2024-02-29,2024-03-30,1,11.83,1,billing_issue,0,1,0,13.1,13.06,family,USD,success
273,1720,1,2024-10-25,,60,9.97,0,,0,0,0,597.38,491.0,standard,USD,success
274,1729,1,2024-07-13,2024-08-12,1,13.03,1,did_not_use_enough,0,1,0,10.06,10.03,standard,USD,success
275,1734,1,2024-01-11,,60,12.88,0,,0,0,0,768.64,631.76,standard,USD,success
276,1749,1,2025-10-12,2027-02-04,16,9.87,1,billing_issue,0,0,0,164.73,156.34,standard,USD,success
277,1764,1,2025-06-20,,60,12.02,0,,0,0,0,718.71,590.73,standard,EUR,success
278,1785,1,2024-12-08,2026-07-01,19,10.12,1,billing_issue,0,2,0,193.72,182.05,standard,USD,success
279,1793,1,2024-05-28,2026-09-15,28,9.89,1,did_not_use_enough,0,0,0,280.28,255.77,standard,USD,success
280,1801,1,2024-05-24,2024-06-23,1,13.05,1,,0,0,1,10.13,10.1,family,USD,success
281,1802,1,2024-11-07,,60,9.92,0,,0,0,0,595.65,489.58,standard,USD,success
282,1803,1,2024-11-18,2026-11-08,24,11.99,1,seasonal_pause,0,0,0,284.16,262.72,standard,USD,success
283,1805,1,2025-09-01,2027-04-24,20,12.45,1,did_not_use_enough,0,2,0,251.47,235.55,family,USD,success
284,1812,1,2025-05-15,2026-04-10,11,13.0,1,life_event,0,0,0,145.49,140.36,standard,EUR,success
285,1813,1,2025-11-11,2026-01-10,2,11.86,1,did_not_use_enough,0,0,0,15.24,15.14,standard,EUR,success
286,1823,1,2025-07-30,2026-05-26,10,9.91,1,,0,0,0,99.44,96.24,standard,USD,success
287,1831,1,2024-02-23,,60,12.07,0,,0,0,0,726.65,597.25,standard,USD,success
288,1833,1,2025-07-03,2028-01-19,31,11.66,1,price_too_high,0,0,0,358.78,324.21,standard,EUR,success
289,1836,1,2025-06-28,2029-01-08,43,11.74,1,competing_service,0,0,0,503.74,437.7,standard,USD,success
290,1838,1,2025-11-08,2026-11-03,12,12.78,1,,0,0,0,152.25,146.39,standard,USD,success
291,1848,1,2024-02-25,2024-03-26,1,11.92,1,competing_service,0,0,0,9.88,9.85,standard,USD,success
292,1853,1,2024-12-19,,60,10.01,0,,0,0,0,598.95,492.29,standard,EUR,success
293,1858,1,2024-04-15,2025-05-10,13,13.02,1,price_too_high,0,0,0,168.65,161.64,standard,USD,success
294,1862,1,2024-09-09,2025-08-05,11,11.89,1,price_too_high,0,0,0,130.6,125.99,family,USD,success
295,1868,1,2024-05-04,2025-02-28,10,12.96,1,did_not_use_enough,0,0,0,126.33,122.27,standard,USD,success
296,1869,1,2024-07-10,,60,10.16,0,,0,0,0,608.89,500.46,standard,USD,success
297,1881,1,2025-08-15,2027-01-07,17,13.15,1,unknown,0,0,0,225.72,213.52,standard,USD,success
298,1882,1,2024-10-11,2026-03-05,17,10.04,1,unknown,0,0,0,167.67,158.6,standard,USD,success
299,1884,1,2024-05-13,,60,9.83,0,,0,0,0,588.84,483.99,standard,USD,success
300,1887,1,2024-09-16,2027-12-30,40,10.05,1,did_not_use_enough,0,1,0,404.39,354.84,standard,USD,failed_then_recovered
301,1898,1,2024-11-24,2025-06-22,7,11.77,1,,0,0,0,86.4,84.44,standard,USD,success
302,1907,1,2025-09-24,2026-10-19,13,12.1,1,,0,0,0,153.0,146.64,family,USD,success
303,1908,1,2024-03-07,2024-05-06,2,10.05,1,price_too_high,0,0,0,22.72,22.57,standard,USD,success
304,1909,1,2025-12-29,,60,11.38,0,,0,0,0,680.77,559.55,standard,USD,success
305,1917,1,2024-08-06,2028-09-14,50,12.5,1,billing_issue,1,0,0,609.23,517.38,standard,EUR,success
306,1925,1,2025-11-05,2026-02-03,3,10.1,1,,0,0,0,24.99,24.75,standard,USD,success
307,1934,1,2025-05-07,2028-08-19,40,12.97,1,price_too_high,0,0,0,522.14,458.15,standard,EUR,success
308,1937,1,2025-05-29,,60,12.92,0,,1,0,0,763.8,627.79,standard,USD,success
309,1939,1,2025-02-06,2026-03-03,13,11.79,1,did_not_use_enough,0,1,0,155.1,148.64,family,USD,success
310,1947,1,2025-01-17,,60,11.87,0,,0,0,0,711.48,584.79,family,USD,success
311,1959,1,2025-05-09,2025-07-08,2,11.72,1,did_not_use_enough,0,0,0,22.64,22.49,standard,USD,success
312,1960,1,2025-06-24,2028-12-05,42,10.04,1,life_event,1,0,0,414.25,361.12,student,USD,failed_then_recovered
313,1971,1,2025-09-13,2026-01-11,4,10.07,1,,0,0,0,42.62,42.07,standard,USD,success
314,1976,1,2024-03-15,2024-04-14,1,9.97,1,billing_issue,0,0,0,10.41,10.37,standard,USD,success
315,1977,1,2024-05-20,,60,10.0,0,,0,0,0,602.21,494.97,standard,USD,success
316,1983,1,2025-12-30,2029-02-12,38,13.06,1,did_not_use_enough,0,0,0,502.85,444.12,standard,USD,success
317,2001,1,2024-05-07,,60,12.91,0,,0,0,0,771.82,634.38,standard,USD,success
318,2007,1,2025-05-13,2027-04-03,23,10.12,1,competing_service,0,1,0,230.96,214.24,family,USD,success
319,2011,1,2024-01-30,2028-02-08,49,9.99,1,competing_service,0,1,0,486.13,414.19,standard,USD,success
320,2014,1,2024-11-23,2025-09-19,10,11.85,1,,0,0,0,118.37,114.56,standard,USD,success
321,2015,1,2025-08-24,2028-05-10,33,12.94,1,life_event,0,0,0,423.39,380.11,standard,EUR,success
322,2017,1,2024-01-22,2024-06-20,5,11.74,1,billing_issue,0,0,0,53.95,53.08,standard,USD,success
323,2020,1,2024-08-06,2026-08-26,25,9.9,1,billing_issue,0,0,0,251.38,231.65,standard,USD,success
324,2028,1,2024-09-01,2025-06-28,10,11.7,1,did_not_use_enough,0,0,0,115.91,112.18,standard,USD,success
325,2034,1,2024-11-20,2026-08-12,21,13.14,1,did_not_use_enough,0,0,0,274.46,256.25,standard,USD,success
326,2037,1,2025-03-05,2026-02-28,12,11.85,1,did_not_use_enough,0,0,0,140.63,135.22,standard,EUR,failed_then_recovered
327,2038,1,2024-04-18,2025-04-13,12,9.77,1,life_event,0,0,0,113.64,109.27,standard,USD,success
328,2043,1,2025-06-02,2027-01-23,20,13.15,1,competing_service,0,0,0,268.4,251.41,standard,USD,success
329,2053,1,2025-03-29,2028-06-11,39,9.86,1,did_not_use_enough,0,0,0,382.79,336.98,family,USD,success
330,2067,1,2025-01-08,2029-04-17,52,11.7,1,,0,0,0,608.0,512.97,standard,USD,success
331,2070,1,2025-03-17,2029-10-22,56,9.97,1,life_event,0,0,0,560.2,466.5,standard,USD,success
332,2087,1,2025-11-07,2026-07-05,8,12.76,1,did_not_use_enough,0,0,0,99.08,96.53,student,USD,success
333,2090,1,2025-07-02,2025-10-30,4,11.91,1,,0,0,0,48.62,47.99,standard,USD,failed
334,2097,1,2024-03-02,2025-09-23,19,11.86,1,seasonal_pause,0,0,0,220.16,206.9,standard,USD,success
335,2099,1,2025-10-21,2029-04-03,42,11.86,1,,0,0,0,499.22,435.19,family,USD,success
336,2107,1,2024-11-05,,83,11.4,0,,0,0,0,4439.73,3342.24,standard,USD,success
337,2111,1,2025-03-04,2027-03-24,25,11.61,1,did_not_use_enough,1,0,0,268.97,247.87,standard,USD,success
338,2139,1,2024-02-11,,60,11.62,0,,1,0,0,685.21,563.19,standard,USD,success
339,2142,1,2024-12-29,2025-12-24,12,12.54,1,did_not_use_enough,0,0,0,149.86,144.1,standard,USD,success
340,2146,1,2025-02-15,2028-04-30,39,11.64,1,did_not_use_enough,0,0,0,452.72,398.54,standard,USD,success
341,2147,1,2024-04-28,,60,13.39,0,,0,0,0,800.9,658.28,family,USD,success
342,2156,1,2024-12-27,2025-06-25,6,9.95,1,price_too_high,0,0,0,64.39,63.14,standard,USD,success
343,2165,1,2025-03-03,2026-01-27,11,9.88,1,billing_issue,1,0,0,103.01,99.37,standard,USD,success
344,2170,1,2025-11-21,2028-12-05,37,11.63,1,unknown,1,0,0,420.6,372.69,standard,USD,success
345,2171,1,2024-11-04,,60,12.14,0,,0,0,0,730.18,600.15,standard,USD,failed_then_recovered
346,2173,1,2025-11-18,2026-07-16,8,10.02,1,price_too_high,0,0,0,77.04,75.05,standard,USD,failed_then_recovered
347,2196,1,2024-10-03,2025-01-31,4,11.67,1,did_not_use_enough,0,0,0,42.15,41.6,standard,USD,success
348,2197,1,2024-05-12,2026-05-02,24,12.88,1,,0,0,0,306.07,282.98,standard,USD,success
349,2199,1,2024-07-23,2024-12-20,5,12.82,1,price_too_high,0,0,0,67.08,66.0,standard,EUR,success
350,2204,1,2025-08-22,2028-07-07,35,10.11,1,price_too_high,0,0,0,357.7,319.03,standard,USD,success
351,2208,1,2025-01-06,2025-02-05,1,12.06,1,billing_issue,0,0,0,12.13,12.09,standard,USD,failed_then_recovered
352,2209,1,2025-06-26,2025-08-25,2,9.98,1,,0,1,0,15.0,14.91,standard,USD,success
353,2218,1,2025-07-24,2025-09-22,2,10.1,1,billing_issue,1,0,0,3.88,3.86,standard,USD,success
354,2224,1,2025-04-06,,60,10.11,0,,0,0,0,603.16,495.75,family,USD,success
355,2227,1,2024-09-05,2027-02-22,30,9.99,1,billing_issue,0,0,0,300.96,272.85,standard,EUR,success
356,2234,1,2024-04-30,2025-01-25,9,11.71,1,life_event,0,0,0,107.55,104.43,standard,USD,success
357,2236,1,2025-10-30,2030-02-06,52,10.05,1,billing_issue,0,0,0,523.01,441.26,standard,USD,failed
358,2241,1,2025-06-11,2027-08-30,27,11.89,1,did_not_use_enough,0,0,0,320.25,293.2,standard,USD,success
359,2255,1,2024-09-06,2024-11-05,2,11.83,1,did_not_use_enough,0,0,0,26.42,26.25,standard,USD,success
360,2256,1,2025-02-15,,60,11.71,0,,0,0,0,702.71,577.57,student,USD,success
361,2260,1,2024-11-29,2025-03-29,4,12.94,1,did_not_use_enough,0,0,0,55.32,54.6,standard,EUR,failed_then_recovered
362,2264,1,2025-04-26,2027-11-12,31,12.06,1,price_too_high,1,0,0,361.97,327.09,standard,USD,success
363,2267,1,2025-04-15,2026-05-10,13,9.85,1,,0,1,0,128.8,123.45,standard,USD,success
364,2271,1,2025-10-01,2026-12-25,15,11.94,1,price_too_high,0,0,0,180.41,171.78,student,USD,failed_then_recovered
365,2272,1,2024-01-29,2025-12-19,23,10.04,1,seasonal_pause,0,0,0,232.51,215.67,student,USD,success
366,2278,1,2024-01-28,2025-10-19,21,11.86,1,billing_issue,0,1,0,250.49,233.87,standard,EUR,success
367,2288,1,2025-08-17,2025-10-16,2,12.98,1,price_too_high,0,0,0,27.58,27.4,standard,USD,success
368,2290,1,2024-05-05,2024-08-03,3,10.11,1,unknown,0,0,0,33.49,33.16,standard,USD,success
369,2291,1,2025-09-19,2026-11-13,14,11.73,1,price_too_high,0,0,0,165.64,158.24,standard,USD,success
370,2296,1,2025-10-09,,60,11.85,0,,0,0,0,708.64,582.45,student,USD,success
371,2298,1,2024-03-12,2024-04-11,1,10.1,1,did_not_use_enough,0,0,0,14.85,14.8,standard,USD,success
372,2300,1,2025-04-16,2029-02-24,47,13.02,1,,0,0,0,607.8,521.25,family,USD,failed_then_recovered
373,2303,1,2024-07-12,,60,11.73,0,,0,0,0,706.92,581.04,standard,USD,success
374,2308,1,2025-09-02,2025-11-01,2,12.83,1,seasonal_pause,0,0,0,20.49,20.35,standard,EUR,success
375,2312,1,2024-12-30,2025-01-29,1,11.67,1,price_too_high,0,0,0,14.51,14.46,standard,USD,failed_then_recovered
376,2316,1,2024-05-13,2028-03-23,47,9.97,1,seasonal_pause,0,0,0,464.4,398.27,standard,USD,success
377,2328,1,2024-07-28,2024-08-27,1,10.14,1,competing_service,0,0,0,10.5,10.47,standard,USD,success
378,2332,1,2025-08-13,2025-10-12,2,9.79,1,did_not_use_enough,0,0,0,23.9,23.74,family,USD,success
379,2333,1,2024-05-21,2026-04-11,23,10.01,1,did_not_use_enough,0,0,0,228.72,212.16,standard,USD,success
380,2341,1,2025-09-30,,60,11.76,0,,0,0,0,705.82,580.13,standard,USD,success
381,2349,1,2025-07-06,2025-12-03,5,9.96,1,price_too_high,0,0,0,51.25,50.42,standard,USD,success
382,2357,1,2024-06-06,2026-11-23,30,11.74,1,did_not_use_enough,0,0,0,353.46,320.45,standard,USD,success
383,2365,1,2024-02-13,2024-03-14,1,11.6,1,unknown,0,0,0,11.8,11.76,standard,USD,success
384,2367,1,2024-04-14,2024-09-11,5,10.04,1,price_too_high,0,1,0,52.6,51.75,standard,USD,success
385,2371,1,2025-06-29,2026-03-26,9,9.88,1,price_too_high,0,0,0,87.2,84.67,standard,USD,success
386,2374,1,2024-11-23,2025-06-21,7,12.41,1,price_too_high,0,0,0,90.87,88.81,standard,USD,success
387,2375,1,2025-05-19,2028-11-29,43,13.11,1,competing_service,0,0,0,559.91,486.5,family,USD,failed_then_recovered
388,2385,1,2025-03-02,2025-07-30,5,9.83,1,,0,0,0,48.01,47.23,standard,USD,success
389,2391,1,2025-11-22,2027-08-14,21,11.83,1,price_too_high,0,0,0,249.14,232.61,standard,USD,success
390,2394,1,2024-06-09,2024-12-06,6,9.96,1,billing_issue,0,0,0,57.63,56.51,family,USD,success
391,2397,1,2025-02-26,2028-10-08,44,10.12,1,competing_service,0,0,0,449.59,389.37,standard,USD,success
392,2424,1,2024-04-19,2024-11-15,7,11.89,1,did_not_use_enough,0,0,0,84.65,82.74,standard,USD,success
393,2430,1,2024-05-09,,60,11.78,0,,1,0,0,694.94,571.19,family,USD,success
394,2433,1,2024-01-05,2024-02-04,1,9.96,1,did_not_use_enough,0,1,0,10.66,10.63,standard,EUR,success
395,2437,1,2024-04-24,2025-11-15,19,10.04,1,seasonal_pause,0,1,0,191.39,179.87,family,USD,success
396,2440,1,2025-01-20,2026-08-13,19,12.82,1,seasonal_pause,0,0,0,241.68,227.13,standard,EUR,failed_then_recovered
397,2444,1,2024-04-18,2025-03-14,11,11.9,1,,0,0,0,128.02,123.5,standard,USD,success
398,2457,1,2024-10-09,2025-08-05,10,9.95,1,,0,0,0,97.64,94.5,standard,USD,success
399,2462,1,2025-11-25,2026-08-22,9,9.9,1,did_not_use_enough,0,0,0,89.36,86.77,standard,USD,success
400,2463,1,2025-11-18,2026-05-17,6,11.71,1,competing_service,0,0,1,72.59,71.18,student,USD,success
401,2465,1,2025-02-06,2026-02-01,12,11.62,1,did_not_use_enough,0,0,0,145.16,139.58,standard,EUR,success
402,2473,1,2024-06-15,2027-10-28,41,10.11,1,billing_issue,0,0,0,417.51,365.15,standard,USD,success
403,2474,1,2024-03-12,2026-03-02,24,11.68,1,price_too_high,0,0,0,281.59,260.35,family,USD,success
404,2476,1,2025-09-30,2027-11-19,26,9.89,1,,0,0,0,256.65,235.74,standard,USD,success
405,2479,1,2025-01-30,2028-05-14,40,13.08,1,did_not_use_enough,0,0,0,522.97,458.88,standard,USD,failed
406,2480,1,2025-10-17,2027-07-09,21,10.12,1,,0,1,0,211.3,197.28,family,USD,success
407,2484,1,2025-07-12,2027-05-03,22,9.99,1,unknown,0,0,0,214.56,199.67,standard,USD,success
408,2491,1,2025-11-11,2026-08-08,9,10.01,1,did_not_use_enough,0,0,0,88.84,86.27,standard,USD,success
409,2496,1,2024-01-14,2024-11-09,10,11.88,1,price_too_high,0,0,0,120.53,116.66,standard,EUR,failed
410,2503,1,2024-10-16,2025-01-14,3,11.87,1,did_not_use_enough,1,0,0,26.11,25.86,standard,USD,success
411,2509,1,2025-02-10,2025-03-12,1,11.8,1,competing_service,0,0,0,15.09,15.04,standard,USD,success
412,2512,1,2025-09-22,2026-09-17,12,12.92,1,did_not_use_enough,0,0,0,152.16,146.31,family,USD,failed_then_recovered
413,2517,1,2025-06-23,2025-10-21,4,12.64,1,billing_issue,0,0,0,49.6,48.95,student,USD,success
414,2518,1,2024-09-16,2025-01-14,4,11.71,1,competing_service,0,0,0,47.32,46.71,family,USD,success
415,2521,1,2024-12-22,2025-10-18,10,13.32,1,,0,0,0,128.97,124.82,standard,USD,success
416,2528,1,2025-08-09,,60,12.06,0,,0,0,0,724.49,595.47,standard,USD,success
417,2537,1,2024-03-14,2024-10-10,7,13.32,1,billing_issue,1,0,0,78.85,77.06,standard,USD,success
418,2545,1,2025-11-10,2029-09-20,47,11.57,1,,0,1,0,549.21,471.0,standard,USD,success
419,2551,1,2024-09-18,2027-05-06,32,11.81,1,did_not_use_enough,0,0,0,380.95,343.12,family,USD,success
420,2558,1,2024-07-09,2025-11-01,16,9.85,1,did_not_use_enough,0,0,0,159.85,151.71,standard,USD,success
421,2559,1,2024-12-15,2027-01-04,25,12.86,1,unknown,0,0,0,318.15,293.18,standard,EUR,success
422,2566,1,2025-02-25,2028-03-11,37,10.06,1,did_not_use_enough,0,0,0,372.71,330.26,standard,USD,success
423,2578,1,2025-04-17,2026-06-11,14,11.24,1,did_not_use_enough,0,0,0,156.5,149.5,standard,USD,success
424,2583,1,2025-10-11,,60,11.83,0,,0,0,0,708.09,582.0,standard,USD,success
425,2590,1,2024-07-02,2027-06-17,36,12.53,1,,0,0,0,454.12,403.72,standard,USD,success
426,2594,1,2024-09-05,2028-02-17,42,11.82,1,competing_service,0,0,0,498.48,434.54,family,USD,success
427,2598,1,2025-06-18,2029-12-24,55,12.89,1,did_not_use_enough,0,0,0,706.87,590.57,standard,USD,failed_then_recovered
428,2602,1,2024-06-16,,60,11.94,0,,0,0,0,721.13,592.72,standard,USD,success
429,2608,1,2025-11-29,2030-10-04,59,9.9,1,unknown,0,0,0,582.19,480.09,family,USD,success
430,2622,1,2025-05-02,2026-08-25,16,10.04,1,billing_issue,0,0,0,159.08,150.98,standard,USD,failed
431,2629,1,2025-05-10,2026-03-06,10,9.83,1,seasonal_pause,0,0,0,101.75,98.48,student,USD,success
432,2635,1,2024-09-04,2024-10-04,1,12.75,1,did_not_use_enough,0,0,0,11.56,11.52,standard,USD,success
433,2639,1,2025-11-17,2026-04-16,5,12.5,1,price_too_high,0,0,0,62.24,61.23,standard,EUR,success
434,2642,1,2025-05-16,2029-08-23,52,10.09,1,,0,1,0,518.42,437.39,standard,EUR,failed
435,2643,1,2025-09-07,2028-11-20,39,13.21,1,price_too_high,0,0,0,516.04,454.28,family,USD,success
436,2655,1,2024-07-11,2028-02-21,44,9.84,1,did_not_use_enough,0,0,0,431.72,373.89,standard,USD,success
437,2656,1,2024-06-04,2029-01-09,56,11.65,1,billing_issue,0,0,0,654.83,545.31,standard,USD,success
438,2660,1,2025-03-06,2026-08-28,18,12.81,1,did_not_use_enough,0,0,0,234.71,221.3,standard,USD,success
439,2670,1,2025-10-26,2028-07-12,33,11.83,1,did_not_use_enough,1,0,0,378.45,339.76,family,EUR,success
440,2671,1,2025-11-01,2026-09-27,11,12.91,1,competing_service,0,0,0,143.58,138.51,standard,USD,success
441,2674,1,2024-03-25,2025-12-15,21,12.08,1,,0,0,0,257.94,240.83,standard,USD,failed
442,2682,1,2025-08-18,,60,13.1,0,,1,0,0,774.21,636.35,standard,USD,success
443,2688,1,2025-03-24,2026-07-17,16,10.12,1,price_too_high,0,0,0,163.71,155.37,standard,USD,success
444,2696,1,2025-01-09,2026-11-30,23,11.62,1,billing_issue,0,1,0,268.4,248.97,standard,USD,success
445,2699,1,2024-02-05,,60,12.84,0,,0,0,0,772.14,634.64,standard,EUR,success
446,2701,1,2025-10-15,2026-11-09,13,11.64,1,did_not_use_enough,0,0,0,150.79,144.51,standard,USD,success
447,2704,1,2024-02-13,2025-01-08,11,12.78,1,competing_service,0,0,0,137.08,132.24,family,USD,success
448,2706,1,2024-11-15,2025-08-12,9,9.96,1,did_not_use_enough,0,0,0,90.26,87.64,standard,USD,success
449,2720,1,2025-08-02,2026-11-25,16,13.0,1,did_not_use_enough,0,0,0,205.77,195.29,standard,USD,success
450,2723,1,2024-05-03,2025-04-28,12,9.95,1,life_event,0,0,0,123.67,118.91,standard,USD,success
451,2724,1,2024-01-19,2025-05-13,16,10.14,1,billing_issue,0,0,0,161.98,153.73,standard,USD,success
452,2725,1,2025-05-06,2026-05-31,13,11.95,1,unknown,0,0,0,151.26,144.97,standard,USD,success
453,2736,1,2024-01-13,2025-08-05,19,10.08,1,did_not_use_enough,0,0,0,193.26,181.63,standard,EUR,success
454,2737,1,2024-01-26,2027-10-07,45,9.89,1,did_not_use_enough,0,1,0,446.29,385.25,standard,USD,failed_then_recovered
455,2743,1,2025-10-01,2026-07-28,10,10.21,1,billing_issue,0,0,0,101.45,98.19,family,USD,success
456,2744,1,2025-10-21,2026-06-18,8,13.05,1,did_not_use_enough,0,0,0,103.68,101.0,standard,USD,failed
457,2749,1,2025-12-17,2027-11-07,23,10.11,1,life_event,0,0,0,230.77,214.05,standard,EUR,success
458,2753,1,2024-12-09,2025-03-09,3,11.87,1,,0,0,0,33.96,33.62,family,USD,success
459,2755,1,2025-05-15,2027-08-03,27,12.96,1,,0,0,0,352.64,322.85,standard,EUR,success
460,2764,1,2025-07-18,2026-06-13,11,9.91,1,did_not_use_enough,0,1,0,110.64,106.73,standard,USD,success
461,2775,1,2025-09-12,,60,9.92,0,,0,0,0,594.0,488.23,standard,USD,success
462,2785,1,2024-12-04,,60,12.83,0,,0,0,0,771.2,633.87,standard,USD,success
463,2788,1,2024-03-07,2024-04-06,1,10.04,1,price_too_high,1,0,0,-4.23,-4.22,standard,USD,failed_then_recovered
464,2799,1,2025-07-08,2026-08-02,13,9.98,1,,0,0,0,129.36,123.98,standard,USD,success
465,2800,1,2025-04-07,2026-10-29,19,9.87,1,billing_issue,0,0,0,186.31,175.1,standard,USD,success
466,2802,1,2025-01-30,2025-08-28,7,12.48,1,,0,0,0,88.57,86.57,standard,USD,success
467,2814,1,2024-07-25,2024-12-22,5,10.06,1,price_too_high,0,0,0,50.74,49.92,standard,USD,success
468,2818,1,2024-01-18,2026-05-07,28,11.71,1,,0,0,0,331.44,302.45,standard,USD,success
469,2819,1,2025-02-06,,60,10.07,0,,0,0,0,604.73,497.05,standard,USD,success
470,2831,1,2024-02-29,2028-01-09,47,9.98,1,did_not_use_enough,1,0,0,454.38,389.68,standard,USD,success
471,2832,1,2025-09-03,2026-04-01,7,10.1,1,unknown,0,0,0,71.0,69.39,family,USD,success
472,2835,1,2025-03-18,2026-12-08,21,12.67,1,competing_service,0,0,0,264.39,246.85,standard,USD,success
473,2836,1,2024-01-11,2024-06-09,5,11.82,1,,0,1,0,56.25,55.34,standard,USD,success
474,2846,1,2024-07-17,2026-08-06,25,12.9,1,competing_service,0,0,0,320.96,295.78,standard,USD,success
475,2851,1,2024-04-29,2024-12-25,8,10.22,1,price_too_high,0,1,0,82.68,80.55,standard,USD,success
476,2859,1,2024-09-12,2026-08-03,23,9.8,1,did_not_use_enough,0,0,0,225.34,209.02,standard,USD,success
477,2866,1,2025-02-22,2029-06-01,52,11.96,1,price_too_high,0,0,0,617.11,520.66,student,USD,failed
478,2878,1,2024-08-30,2024-10-29,2,12.89,1,competing_service,0,0,0,28.38,28.19,family,USD,success
479,2882,1,2025-01-01,2027-11-17,35,12.74,1,,0,0,0,448.76,400.25,standard,USD,success
480,2889,1,2024-08-30,2024-09-29,1,10.13,1,price_too_high,1,1,0,-11.35,-11.32,standard,USD,success
481,2897,1,2024-10-10,2024-11-09,1,10.2,1,life_event,0,0,0,11.92,11.88,standard,USD,success
482,2898,1,2025-03-21,2027-04-10,25,10.25,1,life_event,0,1,0,256.05,235.96,standard,USD,success
483,2901,1,2025-02-21,2025-06-21,4,12.66,1,seasonal_pause,0,0,0,46.46,45.85,standard,USD,success
484,2913,1,2025-01-11,2027-05-01,28,12.84,1,competing_service,0,0,0,353.4,322.49,standard,USD,success
485,2916,1,2025-10-19,2026-06-16,8,10.09,1,billing_issue,0,0,0,80.06,77.99,standard,USD,failed_then_recovered
486,2922,1,2025-12-18,2028-03-07,27,10.17,1,life_event,0,0,1,275.53,252.26,standard,USD,success
487,2930,1,2025-03-21,2025-10-17,7,11.6,1,life_event,0,0,0,84.31,82.4,standard,USD,failed_then_recovered
488,2933,1,2025-01-31,2027-05-21,28,9.91,1,competing_service,0,0,0,277.1,252.87,standard,USD,success
489,2934,1,2024-08-11,2025-07-07,11,11.85,1,,0,0,0,131.43,126.79,standard,USD,success
490,2937,1,2024-03-02,2027-04-16,38,9.98,1,,0,0,0,380.08,335.69,standard,USD,success
491,2954,1,2025-04-21,2026-03-17,11,9.98,1,price_too_high,0,1,0,110.03,106.15,standard,USD,success
492,2958,1,2024-04-25,2025-01-20,9,10.18,1,unknown,0,0,0,90.32,87.7,standard,EUR,success
493,2960,1,2025-04-26,2027-03-17,23,11.65,1,did_not_use_enough,1,0,0,259.44,240.66,family,USD,failed
494,2969,1,2024-05-08,2025-03-04,10,12.93,1,,0,0,0,123.57,119.59,standard,USD,success
495,2975,1,2024-09-16,2028-06-27,46,11.86,1,price_too_high,0,0,0,543.07,467.26,standard,EUR,success
496,2979,1,2025-02-02,2027-09-20,32,11.69,1,price_too_high,0,0,0,374.28,337.11,standard,USD,success
497,2985,1,2025-01-01,2025-09-28,9,9.86,1,life_event,1,0,0,78.1,75.84,family,USD,success
498,2990,1,2025-07-18,,60,11.51,0,,0,0,0,694.16,570.55,standard,EUR,success
499,2991,1,2024-11-08,2027-08-25,34,11.47,1,billing_issue,0,0,0,386.76,346.08,family,USD,success
500,2993,1,2025-04-23,2025-06-22,2,10.02,1,competing_service,1,1,0,8.79,8.73,standard,EUR,success
501,3006,1,2024-10-25,2025-04-23,6,10.01,1,life_event,0,1,0,62.26,61.05,standard,USD,success
