experiment_row_id,experiment_id,user_id,treatment_group,assigned_price,discount_pct,experiment_date,viewed_pricing_page,clicked_subscribe,subscribed,time_on_pricing_page_sec,pricing_page_scroll_depth_pct,hesitate_event_count,paywall_modal_shown,experiment_assignment_delay_sec
3049,1,3049,variant_high,14.99,15.0,2024-07-04,1,0,0,158.19,99.8,1,1,39
3050,1,3050,control,9.99,0.0,2025-09-20,1,0,0,43.63,71.9,1,1,58
3051,1,3051,variant_mid,12.99,10.0,2025-08-06,1,1,1,151.04,35.1,2,1,66
3052,1,3052,variant_high,14.99,15.0,2024-01-31,1,1,1,132.43,55.9,2,1,22
3053,1,3053,variant_mid,12.99,10.0,2024-04-25,0,0,0,49.36,21.8,1,1,4
3054,1,3054,variant_high,14.99,15.0,2025-06-24,1,0,0,76.23,57.6,2,1,60
3055,1,3055,variant_mid,12.99,10.0,2025-02-07,0,0,0,67.09,33.6,4,1,43
3056,1,3056,variant_high,14.99,15.0,2024-04-07,1,1,1,402.74,77.7,6,1,16
3057,1,3057,control,9.99,0.0,2025-12-25,1,1,0,23.03,97.3,2,1,88
3058,1,3058,variant_high,14.99,15.0,2024-01-25,0,0,0,73.5,21.1,5,1,31
3059,1,3059,control,9.99,0.0,2024-10-29,0,0,0,142.35,6.1,0,1,69
3060,1,3060,control,9.99,0.0,2024-01-22,0,0,0,46.27,57.3,1,1,45
3061,1,3061,control,9.99,0.0,2025-11-01,0,0,0,348.04,18.3,1,1,16
3062,1,3062,variant_mid,12.99,10.0,2024-12-26,1,0,0,641.26,62.0,2,0,51
3063,1,3063,control,9.99,0.0,2025-04-18,1,0,0,68.98,82.9,2,1,47
3064,1,3064,control,9.99,0.0,2025-08-18,0,0,0,14.69,15.2,1,0,10
3065,1,3065,variant_mid,12.99,10.0,2024-07-13,0,0,0,36.51,0.0,2,1,64
3066,1,3066,variant_mid,12.99,10.0,2024-09-02,1,1,0,193.71,92.6,1,1,29
3067,1,3067,variant_mid,12.99,10.0,2025-04-05,0,0,0,1015.6,0.0,4,0,0
3068,1,3068,variant_mid,12.99,10.0,2025-11-09,1,0,0,307.07,53.8,4,1,15
3069,1,3069,variant_high,14.99,15.0,2024-05-30,1,0,0,80.87,53.5,3,1,72
3070,1,3070,variant_high,14.99,15.0,2024-11-10,1,1,0,90.89,72.2,2,1,17
3071,1,3071,variant_mid,12.99,10.0,2024-07-19,1,0,0,338.17,69.1,2,1,18
3072,1,3072,variant_high,14.99,15.0,2024-06-06,1,1,1,44.84,54.5,1,1,84
3073,1,3073,variant_high,14.99,15.0,2024-06-07,1,0,0,41.62,69.4,1,0,89
3074,1,3074,variant_mid,12.99,10.0,2024-12-20,0,0,0,155.17,8.1,4,1,15
3075,1,3075,control,9.99,0.0,2024-04-05,1,0,0,75.96,50.8,5,1,68
3076,1,3076,control,9.99,0.0,2025-04-02,0,0,0,59.09,9.3,2,0,11
3077,1,3077,variant_mid,12.99,10.0,2024-05-25,1,1,1,228.19,52.6,0,1,75
3078,1,3078,variant_high,14.99,15.0,2025-01-06,0,0,0,27.44,0.0,5,0,75
3079,1,3079,control,9.99,0.0,2024-07-09,1,0,0,97.6,48.9,3,1,29
3080,1,3080,variant_mid,12.99,10.0,2024-11-27,0,0,0,451.97,25.6,0,1,83
3081,1,3081,control,9.99,0.0,2024-04-28,0,0,0,180.58,6.7,2,1,2
3082,1,3082,variant_mid,12.99,10.0,2024-06-03,0,0,0,35.4,6.2,3,1,11
3083,1,3083,variant_high,14.99,15.0,2024-09-09,1,1,1,76.43,38.5,2,0,29
3084,1,3084,variant_high,14.99,15.0,2025-06-01,0,0,0,224.86,0.8,5,1,3
3085,1,3085,variant_high,14.99,15.0,2024-11-13,0,0,0,47.64,4.0,7,1,7
3086,1,3086,variant_mid,12.99,10.0,2024-09-14,0,0,0,37.01,14.6,1,1,53
3087,1,3087,variant_mid,12.99,10.0,2025-03-05,1,0,0,45.96,52.8,3,0,52
3088,1,3088,variant_high,14.99,15.0,2025-12-21,0,0,0,58.49,6.4,3,1,3
3089,1,3089,variant_high,14.99,15.0,2025-08-20,1,0,0,30.68,53.5,3,1,53
3090,1,3090,variant_high,14.99,15.0,2024-11-08,1,1,1,55.93,68.4,3,1,46
3091,1,3091,control,9.99,0.0,2025-01-15,0,0,0,517.47,16.2,1,1,47
3092,1,3092,control,9.99,0.0,2024-06-11,0,0,0,14.35,0.0,4,1,43
3093,1,3093,control,9.99,0.0,2025-06-27,0,0,0,72.72,18.8,1,1,55
3094,1,3094,variant_high,14.99,15.0,2025-09-25,1,0,0,5.0,74.8,3,1,6
3095,1,3095,control,9.99,0.0,2025-09-23,0,0,0,44.68,32.9,2,1,54
3096,1,3096,variant_high,14.99,15.0,2024-06-04,1,1,1,33.11,46.2,5,1,24
3097,1,3097,variant_mid,12.99,10.0,2025-07-05,0,0,0,827.72,14.6,5,1,62
3098,1,3098,variant_high,14.99,15.0,2024-05-16,0,0,0,118.49,0.4,3,1,57
3099,1,3099,variant_high,14.99,15.0,2024-01-16,0,0,0,111.83,0.0,2,1,19
3100,1,3100,variant_mid,12.99,10.0,2025-06-11,1,0,0,20.3,63.1,5,1,2
3101,1,3101,control,9.99,0.0,2024-11-21,0,0,0,303.45,28.0,1,1,4
3102,1,3102,variant_mid,12.99,10.0,2024-08-23,1,0,0,165.26,66.5,3,1,38
3103,1,3103,variant_high,14.99,15.0,2025-01-17,0,0,0,210.93,1.1,3,1,78
3104,1,3104,control,9.99,0.0,2024-11-06,1,0,0,709.78,65.2,2,0,43
3105,1,3105,control,9.99,0.0,2024-07-07,1,0,0,29.17,72.9,2,0,63
3106,1,3106,variant_high,14.99,15.0,2024-12-05,1,0,0,158.08,71.5,5,1,30
3107,1,3107,control,9.99,0.0,2024-02-02,0,0,0,5.52,2.5,2,0,25
3108,1,3108,control,9.99,0.0,2025-07-29,0,0,0,40.6,9.3,0,1,56
3109,1,3109,variant_high,14.99,15.0,2025-11-15,0,0,0,91.63,0.0,4,1,12
3110,1,3110,variant_high,14.99,15.0,2025-02-24,0,0,0,533.18,2.3,2,1,56
3111,1,3111,control,9.99,0.0,2025-04-03,1,1,1,331.11,51.8,3,1,2
3112,1,3112,variant_high,14.99,15.0,2025-07-15,1,0,0,86.8,67.4,1,0,77
3113,1,3113,variant_high,14.99,15.0,2025-01-04,0,0,0,97.34,17.4,3,1,34
3114,1,3114,control,9.99,0.0,2025-12-24,0,0,0,278.52,3.0,3,1,22
3115,1,3115,variant_mid,12.99,10.0,2024-08-05,1,1,1,122.99,67.8,3,0,49
3116,1,3116,variant_high,14.99,15.0,2025-06-07,1,1,0,190.52,85.9,8,0,81
3117,1,3117,variant_mid,12.99,10.0,2024-08-10,0,0,0,308.97,38.1,1,1,61
3118,1,3118,variant_mid,12.99,10.0,2024-08-05,1,0,0,27.33,62.5,1,0,33
3119,1,3119,variant_mid,12.99,10.0,2024-11-26,1,0,0,373.07,73.3,5,1,17
3120,1,3120,control,9.99,0.0,2025-07-13,1,1,1,210.59,43.7,2,1,45
3121,1,3121,variant_mid,12.99,10.0,2024-10-25,1,0,0,16.56,64.8,5,1,11
3122,1,3122,control,9.99,0.0,2025-09-28,0,0,0,782.35,13.7,2,1,65
3123,1,3123,variant_high,14.99,15.0,2024-10-17,1,0,0,147.2,80.5,7,0,50
3124,1,3124,control,9.99,0.0,2024-11-30,0,0,0,41.54,0.0,0,1,32
3125,1,3125,control,9.99,0.0,2025-01-14,0,0,0,48.03,34.5,2,1,74
3126,1,3126,control,9.99,0.0,2025-05-13,0,0,0,122.79,23.6,4,1,59
3127,1,3127,variant_high,14.99,15.0,2024-11-24,0,0,0,584.83,14.2,5,1,89
3128,1,3128,variant_mid,12.99,10.0,2025-01-08,0,0,0,128.53,0.0,2,1,27
3129,1,3129,variant_mid,12.99,10.0,2024-02-24,1,1,0,60.84,69.0,2,1,86
3130,1,3130,variant_mid,12.99,10.0,2024-04-04,1,1,0,65.58,68.4,3,0,36
3131,1,3131,variant_mid,12.99,10.0,2024-04-30,1,0,0,99.72,48.9,2,1,45
3132,1,3132,variant_high,14.99,15.0,2025-06-18,0,0,0,51.42,7.0,7,1,77
3133,1,3133,variant_mid,12.99,10.0,2024-10-15,1,0,0,71.99,60.4,3,1,31
3134,1,3134,control,9.99,0.0,2024-11-19,1,1,1,245.99,76.2,3,1,86
3135,1,3135,variant_high,14.99,15.0,2025-02-10,1,1,0,242.98,65.7,2,1,12
3136,1,3136,variant_mid,12.99,10.0,2024-09-12,1,1,1,380.79,91.4,2,1,66
3137,1,3137,variant_mid,12.99,10.0,2024-04-13,0,0,0,46.61,38.6,5,1,59
3138,1,3138,control,9.99,0.0,2024-12-08,1,0,0,69.66,64.9,1,0,2
3139,1,3139,variant_high,14.99,15.0,2024-09-27,0,0,0,161.6,3.1,1,1,2
3140,1,3140,variant_high,14.99,15.0,2025-03-19,0,0,0,40.73,0.0,4,1,74
3141,1,3141,variant_mid,12.99,10.0,2025-04-04,1,0,0,29.54,65.5,4,1,26
3142,1,3142,control,9.99,0.0,2025-07-17,1,0,0,167.76,39.5,1,1,38
3143,1,3143,control,9.99,0.0,2025-01-28,1,1,0,160.45,81.6,2,1,67
3144,1,3144,control,9.99,0.0,2025-11-09,1,1,0,513.49,69.2,4,1,20
3145,1,3145,variant_mid,12.99,10.0,2025-12-30,0,0,0,46.26,27.3,0,1,75
3146,1,3146,variant_mid,12.99,10.0,2025-05-29,1,1,1,50.93,53.0,3,1,33
3147,1,3147,variant_mid,12.99,10.0,2025-11-22,0,0,0,31.27,32.2,5,0,20
3148,1,3148,control,9.99,0.0,2026-01-05,0,0,0,88.3,0.0,4,1,14
3149,1,3149,control,9.99,0.0,2025-09-16,0,0,0,37.83,0.0,0,1,21
3150,1,3150,variant_high,14.99,15.0,2024-04-27,1,0,0,602.14,62.0,3,1,78
3151,1,3151,control,9.99,0.0,2025-05-22,0,0,0,117.93,13.3,1,0,10
3152,1,3152,variant_high,14.99,15.0,2024-05-02,1,0,0,11.22,56.7,4,1,31
3153,1,3153,variant_mid,12.99,10.0,2024-08-18,1,0,0,55.62,89.3,3,1,60
3154,1,3154,control,9.99,0.0,2025-08-05,1,0,0,55.09,15.1,2,1,55
3155,1,3155,variant_mid,12.99,10.0,2025-02-01,0,0,0,90.43,6.7,2,1,46
3156,1,3156,variant_high,14.99,15.0,2025-04-09,1,0,0,26.08,77.5,4,1,36
3157,1,3157,variant_high,14.99,15.0,2024-11-05,0,0,0,316.57,0.0,3,0,26
3158,1,3158,control,9.99,0.0,2025-10-05,0,0,0,218.14,0.0,4,1,89
3159,1,3159,control,9.99,0.0,2024-09-22,0,0,0,256.21,0.0,2,1,53
3160,1,3160,variant_mid,12.99,10.0,2025-05-28,1,0,0,231.04,74.6,1,1,4
3161,1,3161,control,9.99,0.0,2025-07-22,0,0,0,5.75,0.0,0,0,7
3162,1,3162,control,9.99,0.0,2024-01-12,0,0,0,109.6,0.0,1,1,52
3163,1,3163,variant_high,14.99,15.0,2025-09-22,1,0,0,68.87,51.4,6,0,5
3164,1,3164,variant_mid,12.99,10.0,2025-05-17,0,0,0,20.41,0.0,2,1,72
3165,1,3165,variant_high,14.99,15.0,2024-06-04,0,0,0,67.21,27.2,2,1,54
3166,1,3166,variant_mid,12.99,10.0,2024-06-15,1,1,0,29.48,46.1,1,1,51
3167,1,3167,control,9.99,0.0,2024-02-29,0,0,0,65.93,13.9,1,1,14
3168,1,3168,control,9.99,0.0,2024-12-01,0,0,0,28.35,32.3,2,1,13
3169,1,3169,variant_high,14.99,15.0,2024-02-27,1,0,0,85.03,45.2,4,1,6
3170,1,3170,variant_mid,12.99,10.0,2025-05-26,0,0,0,276.56,14.7,2,1,38
3171,1,3171,variant_mid,12.99,10.0,2024-02-24,0,0,0,138.15,13.4,1,1,36
3172,1,3172,control,9.99,0.0,2025-05-11,0,0,0,12.24,12.5,2,1,57
3173,1,3173,variant_mid,12.99,10.0,2025-06-29,0,0,0,343.57,8.2,2,1,27
3174,1,3174,control,9.99,0.0,2024-10-14,0,0,0,161.08,13.1,5,1,1
3175,1,3175,control,9.99,0.0,2024-09-26,0,0,0,249.69,20.3,1,0,57
3176,1,3176,variant_high,14.99,15.0,2025-06-19,0,0,0,232.95,0.2,3,1,63
3177,1,3177,variant_high,14.99,15.0,2025-11-04,1,1,1,119.01,39.3,3,1,49
3178,1,3178,variant_high,14.99,15.0,2025-11-25,0,0,0,110.67,15.8,6,1,46
3179,1,3179,variant_high,14.99,15.0,2025-03-31,1,1,1,32.88,96.3,1,1,51
3180,1,3180,variant_mid,12.99,10.0,2024-06-30,1,1,1,65.98,43.6,3,1,14
3181,1,3181,control,9.99,0.0,2024-09-30,1,1,1,132.57,67.3,0,1,76
3182,1,3182,variant_mid,12.99,10.0,2024-04-13,0,0,0,220.26,37.8,2,0,87
3183,1,3183,control,9.99,0.0,2024-01-24,1,1,0,373.41,68.5,2,1,5
3184,1,3184,variant_high,14.99,15.0,2024-04-09,0,0,0,58.97,0.0,5,1,50
3185,1,3185,variant_high,14.99,15.0,2025-08-05,0,0,0,5.0,6.7,5,1,4
3186,1,3186,variant_mid,12.99,10.0,2024-12-06,1,1,1,809.89,57.5,3,0,88
3187,1,3187,variant_mid,12.99,10.0,2025-02-23,0,0,0,298.36,31.2,3,1,11
3188,1,3188,control,9.99,0.0,2024-08-07,0,0,0,411.29,30.3,1,1,19
3189,1,3189,control,9.99,0.0,2024-02-15,0,0,0,146.58,8.2,4,1,3
3190,1,3190,control,9.99,0.0,2024-12-15,0,0,0,152.81,45.8,2,0,21
3191,1,3191,variant_high,14.99,15.0,2024-11-21,0,0,0,38.4,0.0,3,0,40
3192,1,3192,control,9.99,0.0,2024-03-13,0,0,0,187.28,15.6,1,1,87
3193,1,3193,variant_high,14.99,15.0,2025-05-03,0,0,0,30.28,0.0,3,1,29
3194,1,3194,variant_mid,12.99,10.0,2024-07-09,0,0,0,28.94,0.0,1,1,27
3195,1,3195,variant_mid,12.99,10.0,2025-01-08,1,1,1,27.44,60.7,3,1,3
3196,1,3196,control,9.99,0.0,2024-09-22,0,0,0,73.38,1.5,0,1,64
3197,1,3197,control,9.99,0.0,2024-03-25,1,0,0,774.68,54.9,0,1,72
3198,1,3198,variant_mid,12.99,10.0,2025-11-21,1,1,0,679.88,70.1,3,1,70
3199,1,3199,variant_mid,12.99,10.0,2025-04-11,1,1,0,395.68,74.7,2,1,8
3200,1,3200,variant_mid,12.99,10.0,2024-08-12,0,0,0,275.41,25.6,0,1,23
3201,1,3201,control,9.99,0.0,2024-06-17,0,0,0,91.91,0.0,3,1,88
3202,1,3202,control,9.99,0.0,2024-02-13,1,1,0,37.65,83.0,3,1,61
3203,1,3203,control,9.99,0.0,2025-08-04,0,0,0,69.96,15.4,3,0,2
3204,1,3204,variant_high,14.99,15.0,2024-08-24,0,0,0,38.61,38.5,3,1,2
3205,1,3205,variant_mid,12.99,10.0,2024-06-29,0,0,0,84.63,7.5,4,1,43
3206,1,3206,control,9.99,0.0,2025-11-27,1,1,1,197.11,89.8,3,1,65
3207,1,3207,variant_high,14.99,15.0,2026-01-18,0,0,0,47.1,3.7,3,0,56
3208,1,3208,control,9.99,0.0,2024-11-25,0,0,0,69.97,0.0,2,0,12
3209,1,3209,variant_high,14.99,15.0,2025-03-15,1,1,1,20.82,85.9,3,1,54
3210,1,3210,variant_mid,12.99,10.0,2025-08-21,0,0,0,309.68,19.5,2,1,79
3211,1,3211,variant_high,14.99,15.0,2025-03-20,1,1,1,45.86,40.1,2,1,83
3212,1,3212,control,9.99,0.0,2024-07-23,0,0,0,108.63,0.0,0,1,2
3213,1,3213,variant_high,14.99,15.0,2025-07-12,0,0,0,69.03,6.1,6,1,70
3214,1,3214,variant_high,14.99,15.0,2024-04-10,0,0,0,229.21,0.0,3,1,33
3215,1,3215,control,9.99,0.0,2025-02-10,0,0,0,266.9,0.0,2,1,62
3216,1,3216,control,9.99,0.0,2025-01-03,0,0,0,38.57,14.1,2,1,4
3217,1,3217,variant_high,14.99,15.0,2025-03-21,0,0,0,33.82,23.2,4,1,8
3218,1,3218,variant_mid,12.99,10.0,2025-06-16,1,1,0,354.85,80.6,4,1,2
3219,1,3219,variant_mid,12.99,10.0,2024-02-24,0,0,0,424.92,7.2,2,0,55
3220,1,3220,control,9.99,0.0,2025-09-10,0,0,0,124.8,20.6,4,0,83
3221,1,3221,control,9.99,0.0,2024-08-29,0,0,0,284.87,12.6,0,1,67
3222,1,3222,variant_high,14.99,15.0,2024-06-29,1,0,0,37.04,54.0,4,1,59
3223,1,3223,control,9.99,0.0,2025-02-02,1,0,0,243.76,94.6,2,1,8
3224,1,3224,control,9.99,0.0,2025-12-21,1,0,0,89.21,90.9,3,0,9
3225,1,3225,control,9.99,0.0,2025-09-11,1,0,0,409.36,90.1,1,1,63
3226,1,3226,variant_high,14.99,15.0,2025-01-11,0,0,0,24.75,17.4,3,1,84
3227,1,3227,variant_mid,12.99,10.0,2025-03-11,0,0,0,93.24,21.0,5,1,4
3228,1,3228,variant_mid,12.99,10.0,2025-01-04,1,1,0,102.85,61.2,5,0,7
3229,1,3229,variant_mid,12.99,10.0,2025-05-20,0,0,0,191.46,15.9,4,1,25
3230,1,3230,variant_mid,12.99,10.0,2025-10-08,1,1,1,145.22,71.6,3,1,48
3231,1,3231,control,9.99,0.0,2024-04-12,0,0,0,57.36,12.3,3,1,36
3232,1,3232,control,9.99,0.0,2024-10-24,1,0,0,262.97,34.3,1,0,81
3233,1,3233,control,9.99,0.0,2025-02-22,0,0,0,342.25,8.2,3,1,28
3234,1,3234,variant_high,14.99,15.0,2025-07-19,1,0,0,39.86,64.9,3,1,29
3235,1,3235,variant_high,14.99,15.0,2024-03-29,0,0,0,365.14,34.5,4,1,18
3236,1,3236,variant_high,14.99,15.0,2025-03-09,0,0,0,102.23,0.0,5,1,33
3237,1,3237,variant_high,14.99,15.0,2025-08-05,1,0,0,66.62,80.4,2,1,10
3238,1,3238,control,9.99,0.0,2024-04-24,0,0,0,69.65,0.0,4,1,35
3239,1,3239,variant_high,14.99,15.0,2024-05-09,0,0,0,93.92,0.0,4,1,61
3240,1,3240,variant_mid,12.99,10.0,2024-02-14,0,0,0,97.52,0.0,3,0,42
3241,1,3241,variant_high,14.99,15.0,2025-09-23,1,1,1,50.26,76.5,1,1,14
3242,1,3242,variant_high,14.99,15.0,2025-11-25,0,0,0,43.14,0.0,4,1,46
3243,1,3243,variant_mid,12.99,10.0,2024-12-10,0,0,0,54.4,15.8,5,1,20
3244,1,3244,variant_mid,12.99,10.0,2025-10-03,0,0,0,79.03,1.6,2,1,87
3245,1,3245,control,9.99,0.0,2025-03-23,0,0,0,506.25,24.7,1,1,50
3246,1,3246,variant_high,14.99,15.0,2025-12-30,1,0,0,23.57,97.4,4,1,53
3247,1,3247,control,9.99,0.0,2024-03-31,0,0,0,25.02,0.0,2,0,76
3248,1,3248,variant_mid,12.99,10.0,2025-05-14,1,1,0,22.34,73.0,4,0,22
3249,1,3249,variant_high,14.99,15.0,2025-07-01,1,0,0,40.85,72.6,2,1,74
3250,1,3250,control,9.99,0.0,2025-04-28,1,1,1,259.17,69.5,3,1,6
3251,1,3251,variant_mid,12.99,10.0,2024-12-28,0,0,0,169.05,37.1,1,1,5
3252,1,3252,variant_mid,12.99,10.0,2024-06-10,0,0,0,120.22,28.7,3,0,26
3253,1,3253,variant_mid,12.99,10.0,2024-05-15,0,0,0,19.19,3.9,4,0,3
3254,1,3254,control,9.99,0.0,2025-04-25,0,0,0,56.4,0.0,3,0,62
3255,1,3255,control,9.99,0.0,2025-02-27,1,0,0,12.19,90.8,1,1,25
3256,1,3256,variant_mid,12.99,10.0,2025-01-08,0,0,0,78.53,0.0,2,0,89
3257,1,3257,variant_mid,12.99,10.0,2024-02-07,1,0,0,180.59,74.6,2,1,87
3258,1,3258,variant_high,14.99,15.0,2024-10-14,0,0,0,185.61,9.7,3,1,47
3259,1,3259,variant_high,14.99,15.0,2025-09-29,1,1,1,114.87,77.5,4,1,66
3260,1,3260,variant_mid,12.99,10.0,2025-06-01,1,1,1,124.61,43.2,3,1,78
3261,1,3261,control,9.99,0.0,2025-07-08,1,1,0,111.22,72.9,1,1,42
3262,1,3262,variant_high,14.99,15.0,2024-03-17,0,0,0,204.1,0.0,2,1,62
3263,1,3263,control,9.99,0.0,2024-12-16,0,0,0,30.94,8.7,2,1,36
3264,1,3264,variant_high,14.99,15.0,2025-01-21,0,0,0,47.16,19.3,3,1,34
3265,1,3265,variant_high,14.99,15.0,2025-08-10,0,0,0,84.51,5.1,6,1,56
3266,1,3266,variant_high,14.99,15.0,2025-07-21,1,1,1,534.08,72.4,4,1,73
3267,1,3267,control,9.99,0.0,2024-03-20,1,1,1,60.53,74.1,2,1,76
3268,1,3268,control,9.99,0.0,2025-09-13,0,0,0,26.23,6.3,2,1,16
3269,1,3269,variant_mid,12.99,10.0,2024-02-01,0,0,0,43.44,14.5,5,0,84
3270,1,3270,variant_mid,12.99,10.0,2024-12-30,1,1,1,38.96,54.9,2,1,1
3271,1,3271,variant_mid,12.99,10.0,2024-07-10,1,1,0,141.83,78.2,1,1,48
3272,1,3272,variant_mid,12.99,10.0,2024-09-16,1,0,0,238.32,63.8,4,0,42
3273,1,3273,variant_high,14.99,15.0,2024-11-07,1,0,0,287.79,66.9,2,0,87
3274,1,3274,control,9.99,0.0,2025-02-26,0,0,0,190.78,0.0,0,1,3
3275,1,3275,control,9.99,0.0,2024-01-29,1,0,0,110.6,71.9,2,0,14
3276,1,3276,variant_mid,12.99,10.0,2024-04-19,0,0,0,260.41,0.0,4,1,43
3277,1,3277,control,9.99,0.0,2025-05-26,1,1,0,7.59,54.9,2,1,83
3278,1,3278,variant_high,14.99,15.0,2024-03-12,1,1,1,28.26,42.1,3,1,33
3279,1,3279,variant_high,14.99,15.0,2024-07-14,1,0,0,210.74,52.0,3,1,15
3280,1,3280,variant_high,14.99,15.0,2025-09-06,1,1,0,70.06,79.2,3,0,13
3281,1,3281,variant_high,14.99,15.0,2024-06-12,0,0,0,61.47,34.9,2,1,49
3282,1,3282,variant_mid,12.99,10.0,2024-04-04,0,0,0,23.07,0.0,2,1,7
3283,1,3283,variant_high,14.99,15.0,2024-12-29,0,0,0,263.45,7.0,1,1,81
3284,1,3284,variant_mid,12.99,10.0,2024-11-14,0,0,0,205.88,14.9,2,1,79
3285,1,3285,variant_high,14.99,15.0,2024-04-13,1,1,1,398.12,62.0,3,1,44
3286,1,3286,control,9.99,0.0,2024-11-01,1,1,1,91.05,82.2,2,1,33
3287,1,3287,variant_high,14.99,15.0,2025-09-16,1,1,1,27.36,69.9,3,0,35
3288,1,3288,control,9.99,0.0,2025-12-21,1,1,1,41.68,46.1,1,0,21
3289,1,3289,control,9.99,0.0,2024-02-18,1,1,1,88.61,56.8,3,1,19
3290,1,3290,variant_mid,12.99,10.0,2025-06-16,1,1,0,395.97,43.1,1,0,83
3291,1,3291,control,9.99,0.0,2025-05-18,0,0,0,26.69,19.5,0,1,87
3292,1,3292,control,9.99,0.0,2025-08-02,0,0,0,438.45,22.2,2,1,75
3293,1,3293,variant_high,14.99,15.0,2025-07-15,1,1,1,469.89,33.2,3,1,84
3294,1,3294,variant_mid,12.99,10.0,2025-05-24,1,1,0,126.49,74.3,2,1,45
3295,1,3295,variant_high,14.99,15.0,2025-10-14,0,0,0,91.23,8.8,1,1,38
3296,1,3296,variant_high,14.99,15.0,2024-07-23,1,1,0,216.71,42.5,1,1,63
3297,1,3297,variant_mid,12.99,10.0,2024-04-17,1,1,0,148.24,74.4,4,1,10
3298,1,3298,variant_high,14.99,15.0,2024-09-29,1,1,0,380.27,78.8,1,0,8
3299,1,3299,control,9.99,0.0,2024-06-10,0,0,0,38.7,7.3,1,1,58
3300,1,3300,control,9.99,0.0,2024-06-01,1,0,0,38.39,65.9,0,1,10
3301,1,3301,control,9.99,0.0,2024-02-18,1,0,0,19.67,58.0,2,1,45
3302,1,3302,variant_high,14.99,15.0,2025-01-30,1,1,1,198.7,79.6,1,1,23
3303,1,3303,control,9.99,0.0,2025-08-31,1,0,0,79.32,44.6,2,1,37
3304,1,3304,variant_mid,12.99,10.0,2024-03-04,0,0,0,217.86,31.6,3,0,84
3305,1,3305,variant_mid,12.99,10.0,2025-05-03,0,0,0,127.1,7.9,2,1,5
3306,1,3306,variant_high,14.99,15.0,2025-10-24,0,0,0,164.4,31.2,3,1,3
3307,1,3307,variant_high,14.99,15.0,2024-12-26,1,1,0,104.19,68.1,3,1,75
3308,1,3308,control,9.99,0.0,2024-05-25,0,0,0,446.71,2.1,1,1,18
3309,1,3309,control,9.99,0.0,2025-05-21,1,1,0,842.8,74.5,1,1,57
3310,1,3310,variant_high,14.99,15.0,2024-06-10,0,0,0,150.9,0.0,3,1,56
3311,1,3311,variant_high,14.99,15.0,2024-04-04,1,1,0,180.53,24.6,1,1,74
3312,1,3312,control,9.99,0.0,2025-01-02,1,0,0,125.06,73.4,0,1,23
3313,1,3313,variant_high,14.99,15.0,2024-01-25,1,1,1,18.89,65.1,5,1,6
3314,1,3314,control,9.99,0.0,2024-08-26,0,0,0,188.23,13.7,4,1,77
3315,1,3315,control,9.99,0.0,2025-07-30,1,0,0,165.14,70.7,1,0,4
3316,1,3316,control,9.99,0.0,2024-05-19,1,0,0,36.75,60.0,1,1,10
3317,1,3317,variant_high,14.99,15.0,2025-01-22,0,0,0,334.79,2.8,5,0,39
3318,1,3318,variant_high,14.99,15.0,2025-12-27,0,0,0,331.23,10.4,3,1,79
3319,1,3319,variant_mid,12.99,10.0,2024-06-13,0,0,0,99.62,5.1,2,0,78
3320,1,3320,variant_high,14.99,15.0,2024-07-28,0,0,0,200.75,18.1,8,1,28
3321,1,3321,variant_mid,12.99,10.0,2025-06-10,0,0,0,174.25,13.4,6,1,74
3322,1,3322,control,9.99,0.0,2025-06-26,1,0,0,73.39,44.3,3,1,5
3323,1,3323,variant_high,14.99,15.0,2025-01-09,1,0,0,174.32,54.1,5,1,65
3324,1,3324,control,9.99,0.0,2025-06-26,1,1,1,28.55,62.1,1,1,16
3325,1,3325,variant_high,14.99,15.0,2025-04-07,1,1,0,66.19,72.3,7,0,0
3326,1,3326,variant_high,14.99,15.0,2024-06-30,1,0,0,186.41,64.3,2,1,45
3327,1,3327,variant_high,14.99,15.0,2025-09-08,0,0,0,88.3,29.1,5,1,89
3328,1,3328,variant_mid,12.99,10.0,2024-07-26,0,0,0,177.6,19.7,5,1,1
3329,1,3329,variant_high,14.99,15.0,2025-05-24,1,0,0,266.89,55.5,4,0,11
3330,1,3330,control,9.99,0.0,2025-01-28,0,0,0,453.67,6.5,4,1,0
3331,1,3331,variant_mid,12.99,10.0,2025-02-10,1,1,1,108.67,94.4,4,1,86
3332,1,3332,control,9.99,0.0,2025-09-21,1,0,0,236.68,57.9,3,1,70
3333,1,3333,variant_mid,12.99,10.0,2025-11-11,0,0,0,115.26,0.0,2,1,70
3334,1,3334,variant_high,14.99,15.0,2025-06-24,1,0,0,88.93,78.1,0,1,51
3335,1,3335,control,9.99,0.0,2025-03-20,0,0,0,96.23,7.1,1,1,32
3336,1,3336,control,9.99,0.0,2024-08-14,1,1,1,53.97,55.1,0,1,28
3337,1,3337,variant_mid,12.99,10.0,2025-06-16,1,0,0,453.17,66.8,5,1,23
3338,1,3338,variant_high,14.99,15.0,2024-02-15,0,0,0,28.44,15.5,2,0,87
3339,1,3339,variant_mid,12.99,10.0,2024-03-19,0,0,0,127.91,0.0,3,1,78
3340,1,3340,variant_mid,12.99,10.0,2025-03-27,1,1,0,79.6,56.3,2,1,19
3341,1,3341,variant_high,14.99,15.0,2024-08-07,1,0,0,81.45,56.0,7,1,5
